supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
WEISS,ENG-WEIS-0011,"Weiss 6.5"" Oak 1.2mm — Amber (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product ecfdad22-cbf4-4e75-8dc1-1dbbda74c9e1 carried legacy sku F-E6-02 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0011 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-a9f9abdba490,11,,,
WEISS,ENG-WEIS-0012,"Weiss 6.5"" Oak 1.2mm — Caramel (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 3d49d218-fb99-4c6b-930a-d02f9397819a carried legacy sku F-E6-01 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0012 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-a86518714227,12,,,
WEISS,ENG-WEIS-0013,"Weiss 6.5"" Oak 1.2mm — Dijon (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product b18fb885-bac5-4a94-b4d6-08980aedab22 carried legacy sku F-E6-07 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0013 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-2145df6e6382,13,,,
WEISS,ENG-WEIS-0015,"Weiss 6.5"" Oak 1.2mm — Pebble (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 5ced4325-d301-41df-b39c-14c8ddc4dbfc carried legacy sku F-E6-05 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0015 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-0ba20a462b67,15,,,
WEISS,ENG-WEIS-0016,"Weiss 6.5"" Oak 1.2mm — Sand (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product eb619a22-e57a-48f2-b38f-88b9a59dbf6f carried legacy sku F-E6-06 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0016 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-ef249269ecd3,16,,,
WEISS,ENG-WEIS-0017,"Weiss 6.5"" Oak 1.2mm — Vanilla (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 81c6f381-bde6-4793-bae3-4aad0b11d482 carried legacy sku F-E6-04 at supply 3.0 / retail 4.4; corrected to ENG-WEIS-0017 at 3.39 / 4.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-da49fc6d78cb,17,,,
WEISS,ENG-WEIS-0022,"Weiss 6.5"" Oak 2mm — Amber (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product b069b849-1feb-418d-ae25-9e2f4d338afd carried legacy sku F-E8-02 at supply 3.5 / retail 4.9; corrected to ENG-WEIS-0022 at 3.89 / 4.89 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-a235f2629a57,22,,,
WEISS,ENG-WEIS-0023,"Weiss 6.5"" Oak 2mm — Sand (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 9fdf7c08-1ca6-4e0c-9912-4f45d9064bb3 carried legacy sku F-E8-01 at supply 3.5 / retail 4.9; corrected to ENG-WEIS-0023 at 3.89 / 4.89 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-2cb87cb60deb,23,,,
WEISS,ENG-WEIS-0024,"Weiss 6.5"" Oak 2mm — Sandy Brown (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product dcdcd1e0-30c2-47a4-8d27-961b5593c1dc carried legacy sku F-E8-04 at supply 3.5 / retail 4.9; corrected to ENG-WEIS-0024 at 3.89 / 4.89 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-9646793cb6c4,24,,,
WEISS,ENG-WEIS-0025,"Weiss 6.5"" Oak 2mm — Vanilla (Select Plus)",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product a97b5273-4f3f-459f-9f92-aa7f04e8ebe1 carried legacy sku F-E8-03 at supply 3.5 / retail 4.9; corrected to ENG-WEIS-0025 at 3.89 / 4.89 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-e7479983c4f2,25,,,
WEISS,LAM-WEIS-0001,"Weiss 12mm Premier Laminate 7"" — Citadel",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 18e05ba3-c044-4b51-ba80-d4fd492b88f1 carried legacy sku 11228 at supply 1.35 / retail 2.5; corrected to LAM-WEIS-0001 at 1.39 / 2.39 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-2808e91c08de,48,,,
WEISS,LVP-WEIS-0004,"Weiss 7mm Vinyl Plank 7"" — Coral",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 176f1ade-4aeb-4709-9548-9a0c0e7ccf86 carried legacy sku 11223 at supply 1.55 / retail 2.5; corrected to LVP-WEIS-0004 at 1.49 / 2.49 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-0fb43ef195c1,32,,,
WEISS,LVP-WEIS-0008,"Weiss 7mm Vinyl Plank 7"" — American Walnut",sync,uuid_belongs_to_other_sku,wrote_flagged,"RESOLVED 2026-09-24 (Vizion ruling 'Use the SKU in Airtable', applied to the same legacy case): Lightspeed product 4edd272c-030f-48e8-9287-325a6fb23ded carried legacy sku 11202 at supply 1.75 / retail 2.69; corrected to LVP-WEIS-0008 at 1.69 / 2.69 (verified). Its Airtable half ran in round 2 (catalog-plan-weiss-r2.json).",cat-75f6b4b2cfbc,36,,,
WEISS,LVP-WEIS-0001,"Weiss 6mm Vinyl Plank 7"" — Driftwood",extract,absent_from_list,wrote_flagged,"RESOLVED 2026-09-24 (Albert: 'Keep but note it'): not printed on the Sept 21 2026 list; kept active at the Aug 1 2026 cost 1.29 / retail 2.29, with a note in Salesperson notes to confirm availability and price with Weiss before quoting.",cat-01d04ff4094f,,,,
WEISS,LVP-WEIS-0002,"Weiss 6mm Vinyl Plank 7"" — Havenest",extract,absent_from_list,wrote_flagged,"RESOLVED 2026-09-24 (Albert: 'Keep but note it'): not printed on the Sept 21 2026 list; kept active at the Aug 1 2026 cost 1.29 / retail 2.29, with a note in Salesperson notes to confirm availability and price with Weiss before quoting.",cat-b11e059f4940,,,,
WEISS,LVP-WEIS-0003,"Weiss 6mm Vinyl Plank 7"" — Venus",extract,absent_from_list,wrote_flagged,"RESOLVED 2026-09-24 (Albert: 'Keep but note it'): not printed on the Sept 21 2026 list; kept active at the Aug 1 2026 cost 1.29 / retail 2.29, with a note in Salesperson notes to confirm availability and price with Weiss before quoting.",cat-85cd3a6aa497,,,,
WEISS,LVP-WEIS-0005,"Weiss 7mm Vinyl Plank 7"" — Fog",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,33,,,
WEISS,LVP-WEIS-0006,"Weiss 7mm Vinyl Plank 7"" — Reef",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,34,,,
WEISS,LVP-WEIS-0007,"Weiss 7mm Vinyl Plank 7"" — Sable",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,35,,,
WEISS,LVP-WEIS-0009,"Weiss 7mm Vinyl Plank 7"" — Caviar",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,37,,,
WEISS,LVP-WEIS-0010,"Weiss 7mm Vinyl Plank 7"" — Cinnabar",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,38,,,
WEISS,LVP-WEIS-0011,"Weiss 7mm Vinyl Plank 7"" — Tan",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,39,,,
WEISS,LVP-WEIS-0012,"Weiss 7mm Vinyl Plank 7"" — Vega",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,40,,,
WEISS,LVP-WEIS-0013,"Weiss 8mm Vinyl Plank 7"" — Bora",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,41,,,
WEISS,LVP-WEIS-0014,"Weiss 8mm Vinyl Plank 7"" — Copacabana",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,42,,,
WEISS,LVP-WEIS-0015,"Weiss 8mm Vinyl Plank 7"" — Hanalei",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,43,,,
WEISS,LVP-WEIS-0016,"Weiss 8mm Vinyl Plank 7"" — Siesta",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,44,,,
WEISS,LVP-WEIS-0017,"Weiss 8mm Vinyl Plank 7"" — Trunk Bay",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,45,,,
WEISS,LVP-WEIS-0018,"Weiss 8mm Vinyl Plank 7"" — Varadero",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,46,,,
WEISS,LVP-WEIS-0019,"Weiss 8mm Vinyl Plank 7"" — Wasaga",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,47,,,
WEISS,ACC-WEIS-0003,Weiss - Transition | Stair Nosing | SPC,sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,53,,,
WEISS,ACC-WEIS-0007,Weiss - Stair | Stairboard Set | SPC,sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,57,,,
WEISS,LVP-WEIS-0020,"Weiss 8mm Vinyl Plank 7""x48"" — Jute",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,64,,,
WEISS,LVP-WEIS-0021,"Weiss 8mm Vinyl Plank 7""x48"" — Linen",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,65,,,
WEISS,LVP-WEIS-0022,"Weiss 8mm Vinyl Plank 7""x48"" — Mist",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,66,,,
WEISS,LVP-WEIS-0023,"Weiss 8mm Vinyl Plank 7""x48"" — Noble",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,67,,,
WEISS,LVP-WEIS-0024,"Weiss 8mm Vinyl Plank 7""x48"" — Sienna",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,68,,,
WEISS,LVP-WEIS-0025,"Weiss 7mm Vinyl Plank 7"" — Covehaus",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,69,,,
WEISS,LVP-WEIS-0026,"Weiss 5mm Looselay 7"" — 501",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,70,,,
WEISS,LVP-WEIS-0027,"Weiss 5mm Looselay 7"" — 502",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,71,,,
WEISS,LVP-WEIS-0028,"Weiss 5mm Looselay 7"" — 503",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,72,,,
WEISS,LVP-WEIS-0029,"Weiss 5mm Looselay 7"" — 504",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,73,,,
WEISS,LVP-WEIS-0030,"Weiss 5mm Looselay 7"" — 505",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,74,,,
WEISS,LVP-WEIS-0004,"Weiss 7mm Vinyl Plank 7"" — Coral",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,32,,,
WEISS,LVP-WEIS-0008,"Weiss 7mm Vinyl Plank 7"" — American Walnut",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,36,,,
WEISS,ACC-WEIS-0001,Weiss - Transition | T-Moulding | SPC,sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,51,,,
WEISS,ACC-WEIS-0002,Weiss - Transition | Reducer | SPC,sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",,52,,,
