supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
BALTIC HOMES,HD-008,"Baltic Homes Engineered Oak 7.48"" (2mm top) — Sun Kissed Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-9bd46578076c,8,,,
BALTIC HOMES,EHDP-001,"Baltic Homes Engineered Oak 7.5"" (3mm top) — Heritage Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-ae2e7b9f1609,9,,,
BALTIC HOMES,EHDP-002,"Baltic Homes Engineered Oak 7.5"" (3mm top) — Golden Harvest Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-d73fa7506736,10,,,
BALTIC HOMES,SPC-A16215,"Baltic Homes SPC Click 7-1/16"" — Natural Harmony",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-aaa3541620d8,12,,,
BALTIC HOMES,SPC-4210,"Baltic Homes SPC Click 7-1/16"" — Winter Wood",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-142a22f317af,13,,,
BALTIC HOMES,SPC-VN706,"Baltic Homes SPC Click 7-1/16"" — Walnut Charm",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-a26f37a7a4e9,14,,,
BALTIC HOMES,SPC-002,"Baltic Homes SPC Click 7-1/16"" — Weathered Grey",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-8f5e467ca81b,15,,,
BALTIC HOMES,SPC-005,"Baltic Homes SPC Click 7-1/16"" — Warm Sand",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-e6b9ece9b81e,16,,,
BALTIC HOMES,SPC-011,"Baltic Homes SPC Click 7-1/16"" — Pearl Wood",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-fdead960522c,17,,,
BALTIC HOMES,SPC-NGW1017-6,"Baltic Homes SPC Click 7-1/16"" — Snowfall Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-1bb1867c7a46,18,,,
BALTIC HOMES,SPC-NGW61140-19,"Baltic Homes SPC Click 7-1/16"" — Coastal Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-625084d2d315,19,,,
BALTIC HOMES,SPC-NGW61140-38,"Baltic Homes SPC Click 7-1/16"" — Desert Maple",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-286013ef4407,20,,,
BALTIC HOMES,VL88035L-001,"Baltic Homes Loose Lay 9"" x 60"" — Rustic Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-e929f06e189c,21,,,
BALTIC HOMES,VL88171L-001,"Baltic Homes Loose Lay 9"" x 60"" — Walnut Natural",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-41cecc2fcc34,22,,,
BALTIC HOMES,VL88259L-001,"Baltic Homes Loose Lay 9"" x 60"" — Maple Natural",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-19fa57be60b5,23,,,
BALTIC HOMES,VL88174L-001,"Baltic Homes Loose Lay 9"" x 60"" — Oak Natural",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-7676546f2a3f,24,,,
BALTIC HOMES,VL88174L-003,"Baltic Homes Loose Lay 9"" x 60"" — Desert Sand Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-5580cfbdcc60,25,,,
BALTIC HOMES,VL88174L-005,"Baltic Homes Loose Lay 9"" x 60"" — Butterscotch Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-5af84bf9ba98,26,,,
BALTIC HOMES,VL88174L-006,"Baltic Homes Loose Lay 9"" x 60"" — Spiced Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-bb6679304903,27,,,
BALTIC HOMES,VL88204L-001,"Baltic Homes Loose Lay 9"" x 60"" — Hickory Natural",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-47001b0149d1,28,,,
BALTIC HOMES,VL88174L-007,"Baltic Homes Loose Lay 9"" x 60"" — Misty Grey Oak",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-991c852cbdac,29,,,
BALTIC HOMES,VL89730-001,"Baltic Homes Loose Lay 12"" x 24"" — Slate Natural",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-47725fda75a7,30,,,
BALTIC HOMES,VL89724-002,"Baltic Homes Loose Lay 12"" x 24"" — Carrara Marble",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-babdab78e013,31,,,
BALTIC HOMES,VL89745-006,"Baltic Homes Loose Lay 12"" x 24"" — Volcanic Rock",extract,new_supplier,wrote_flagged,"Zero Airtable BALTIC HOMES records before this run; specs unreconciled against any live record. Source is a photographed list (image path, two readers). Cost = Tier 2 (Albert 09-24); retail = cost + $1.00; SKU = supplier code; brand blank. Install method, wear layer and species beyond 'Oak' are not on the sheet and left blank.",cat-d18c84094f79,32,,,
BALTIC HOMES,SPC-A16215,"Baltic Homes SPC Click 7-1/16"" — Natural Harmony",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-aaa3541620d8,12,,,
BALTIC HOMES,SPC-4210,"Baltic Homes SPC Click 7-1/16"" — Winter Wood",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-142a22f317af,13,,,
BALTIC HOMES,SPC-VN706,"Baltic Homes SPC Click 7-1/16"" — Walnut Charm",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-a26f37a7a4e9,14,,,
BALTIC HOMES,SPC-002,"Baltic Homes SPC Click 7-1/16"" — Weathered Grey",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-8f5e467ca81b,15,,,
BALTIC HOMES,SPC-005,"Baltic Homes SPC Click 7-1/16"" — Warm Sand",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-e6b9ece9b81e,16,,,
BALTIC HOMES,SPC-011,"Baltic Homes SPC Click 7-1/16"" — Pearl Wood",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-fdead960522c,17,,,
BALTIC HOMES,SPC-NGW1017-6,"Baltic Homes SPC Click 7-1/16"" — Snowfall Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-1bb1867c7a46,18,,,
BALTIC HOMES,SPC-NGW61140-19,"Baltic Homes SPC Click 7-1/16"" — Coastal Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-625084d2d315,19,,,
BALTIC HOMES,SPC-NGW61140-38,"Baltic Homes SPC Click 7-1/16"" — Desert Maple",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-286013ef4407,20,,,
BALTIC HOMES,VL88035L-001,"Baltic Homes Loose Lay 9"" x 60"" — Rustic Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-e929f06e189c,21,,,
BALTIC HOMES,VL88171L-001,"Baltic Homes Loose Lay 9"" x 60"" — Walnut Natural",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-41cecc2fcc34,22,,,
BALTIC HOMES,VL88259L-001,"Baltic Homes Loose Lay 9"" x 60"" — Maple Natural",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-19fa57be60b5,23,,,
BALTIC HOMES,VL88174L-001,"Baltic Homes Loose Lay 9"" x 60"" — Oak Natural",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-7676546f2a3f,24,,,
BALTIC HOMES,VL88174L-003,"Baltic Homes Loose Lay 9"" x 60"" — Desert Sand Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-5580cfbdcc60,25,,,
BALTIC HOMES,VL88174L-005,"Baltic Homes Loose Lay 9"" x 60"" — Butterscotch Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-5af84bf9ba98,26,,,
BALTIC HOMES,VL88174L-006,"Baltic Homes Loose Lay 9"" x 60"" — Spiced Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-bb6679304903,27,,,
BALTIC HOMES,VL88204L-001,"Baltic Homes Loose Lay 9"" x 60"" — Hickory Natural",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-47001b0149d1,28,,,
BALTIC HOMES,VL88174L-007,"Baltic Homes Loose Lay 9"" x 60"" — Misty Grey Oak",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-991c852cbdac,29,,,
BALTIC HOMES,VL89730-001,"Baltic Homes Loose Lay 12"" x 24"" — Slate Natural",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-47725fda75a7,30,,,
BALTIC HOMES,VL89724-002,"Baltic Homes Loose Lay 12"" x 24"" — Carrara Marble",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-babdab78e013,31,,,
BALTIC HOMES,VL89745-006,"Baltic Homes Loose Lay 12"" x 24"" — Volcanic Rock",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable→LS leaf mapping for this row; the LS create used the CSV category (FLOORING / VINYL / SPC or LOOSE LAY), resolved live to a single type.",cat-d18c84094f79,32,,,
