supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
FLOOR & DECOR,TIL-FLDC-0016,Floor & Decor Porcelain — Belinda White — 12 x 24 (Matte),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-7e53b984f3b8,16,,,
FLOOR & DECOR,TIL-FLDC-0017,Floor & Decor Porcelain — Belinda White — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-a3f8fd5b38c4,17,,,
FLOOR & DECOR,TIL-FLDC-0018,Floor & Decor Porcelain — Belinda White — 24 x 24 (Matte),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-dd5f571c69e9,18,,,
FLOOR & DECOR,TIL-FLDC-0019,Floor & Decor Porcelain — Belinda White — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-56bbea5e2701,19,,,
FLOOR & DECOR,TIL-FLDC-0020,Floor & Decor Porcelain — Belinda White — 24 x 48 (Matte),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-8494e8d4f55b,20,,,
FLOOR & DECOR,TIL-FLDC-0021,Floor & Decor Porcelain — Nolte Gold — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-640114a6e0eb,21,,,
FLOOR & DECOR,TIL-FLDC-0022,Floor & Decor Porcelain — Nolte Gold — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-129d3e5bad03,22,,,
FLOOR & DECOR,TIL-FLDC-0023,Floor & Decor Porcelain — Nolte Gold — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-f50748a9b611,23,,,
FLOOR & DECOR,TIL-FLDC-0024,Floor & Decor Porcelain — Sanaro Natural — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-980fcf882d88,24,,,
FLOOR & DECOR,TIL-FLDC-0025,Floor & Decor Porcelain — Sanaro Natural — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-3b7f6a135b7d,25,,,
FLOOR & DECOR,TIL-FLDC-0026,Floor & Decor Porcelain — Sky Onyx Grey — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-04c1af894c67,26,,,
FLOOR & DECOR,TIL-FLDC-0027,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-65c7dfa789c2,27,,,
FLOOR & DECOR,TIL-FLDC-0028,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 24 (Matte),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-422c24111a59,28,,,
FLOOR & DECOR,TIL-FLDC-0029,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-8a2b91e7994d,29,,,
FLOOR & DECOR,TIL-FLDC-0030,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 48 (Matte),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-705907928eed,30,,,
FLOOR & DECOR,TIL-FLDC-0031,Floor & Decor Porcelain — Agata White — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-df8e86a01889,31,,,
FLOOR & DECOR,TIL-FLDC-0032,Floor & Decor Porcelain — Agata White — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-7f2cfb36c466,32,,,
FLOOR & DECOR,TIL-FLDC-0033,Floor & Decor Porcelain — Agata White — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-8292c9021a37,33,,,
FLOOR & DECOR,TIL-FLDC-0034,Floor & Decor Porcelain — Pulpis Silver — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-ab35e5d022c8,34,,,
FLOOR & DECOR,TIL-FLDC-0035,Floor & Decor Porcelain — Pulpis Silver — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-45da6583b4b9,35,,,
FLOOR & DECOR,TIL-FLDC-0036,Floor & Decor Porcelain — Pulpis Silver — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-dcb8b0e22fb4,36,,,
FLOOR & DECOR,TIL-FLDC-0037,Floor & Decor Porcelain — Picket Grey — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-6353d40b1ea6,37,,,
FLOOR & DECOR,TIL-FLDC-0038,Floor & Decor Porcelain — Picket Grey — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-2fa7287dbe9d,38,,,
FLOOR & DECOR,TIL-FLDC-0039,Floor & Decor Porcelain — Simba Black — 24 x 48 (Polished High Gloss),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-0d65d1c75f01,39,,,
FLOOR & DECOR,TIL-FLDC-0040,Floor & Decor Porcelain — Avenue Black — 24 x 48 (Polished High Gloss),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-d2e1808973a7,40,,,
FLOOR & DECOR,TIL-FLDC-0041,Floor & Decor Porcelain — Ruby Gold — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-bf100f4d77dc,41,,,
FLOOR & DECOR,TIL-FLDC-0042,Floor & Decor Porcelain — Ruby Gold — 24 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-5773b07ca698,42,,,
FLOOR & DECOR,TIL-FLDC-0043,Floor & Decor Porcelain — Lilac Navy — 24 x 48 (Polished High Gloss),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-e6a8ee4b5881,43,,,
FLOOR & DECOR,TIL-FLDC-0044,Floor & Decor Porcelain — Circle Satuario — 12 x 24 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-219b8c682255,44,,,
FLOOR & DECOR,TIL-FLDC-0045,Floor & Decor Porcelain — Circle Satuario — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-fe7ef3167823,45,,,
FLOOR & DECOR,TIL-FLDC-0046,Floor & Decor Porcelain — Silver Onyx — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-3b433f69b651,46,,,
FLOOR & DECOR,TIL-FLDC-0047,Floor & Decor Porcelain — Pulpis Bianco — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-ef0ff10d93bc,47,,,
FLOOR & DECOR,TIL-FLDC-0048,Floor & Decor Porcelain — Pulpis Grey — 24 x 48 (Polished),extract,spec_gap,wrote_flagged,"Box size 16 sf/b is Albert's figure (2026-09-24), not printed in the brochure. No thickness, pieces per box or product code printed either; SKU minted TIL-FLDC-####, Supplier SKU blank.",cat-db398e428252,48,,,
FLOOR & DECOR,TIL-FLDC-0001,Floor & Decor Porcelain — Noor Statuario — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-2a04465d34b0,1,,,
FLOOR & DECOR,TIL-FLDC-0002,Floor & Decor Porcelain — Noor Statuario — 12 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-990de40b526e,2,,,
FLOOR & DECOR,TIL-FLDC-0003,Floor & Decor Porcelain — Noor Statuario — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-655cb0ed2ffb,3,,,
FLOOR & DECOR,TIL-FLDC-0004,Floor & Decor Porcelain — Noor Statuario — 24 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-1f6e43b3422e,4,,,
FLOOR & DECOR,TIL-FLDC-0005,Floor & Decor Porcelain — Noor Statuario — 24 x 48 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-65ef9ea5f4bf,5,,,
FLOOR & DECOR,TIL-FLDC-0006,Floor & Decor Porcelain — Noor Statuario — 24 x 48 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-815d8016470a,6,,,
FLOOR & DECOR,TIL-FLDC-0007,Floor & Decor Porcelain — Belinda Gold — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-cc8d28db3734,7,,,
FLOOR & DECOR,TIL-FLDC-0008,Floor & Decor Porcelain — Belinda Gold — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-9ea80a2f50ec,8,,,
FLOOR & DECOR,TIL-FLDC-0009,Floor & Decor Porcelain — Belinda Gold — 24 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-2262bd4f7674,9,,,
FLOOR & DECOR,TIL-FLDC-0010,Floor & Decor Porcelain — Belinda Gold — 24 x 48 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-2c9031289700,10,,,
FLOOR & DECOR,TIL-FLDC-0011,Floor & Decor Porcelain — Belinda Gold — 24 x 48 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-99fc6dcabae2,11,,,
FLOOR & DECOR,TIL-FLDC-0012,Floor & Decor Porcelain — Leez Calcatta Natural — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-8b86d303449d,12,,,
FLOOR & DECOR,TIL-FLDC-0013,Floor & Decor Porcelain — Leez Calcatta Natural — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-a1818d40686e,13,,,
FLOOR & DECOR,TIL-FLDC-0014,Floor & Decor Porcelain — Leez Calcatta Natural — 24 x 48 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-d1cf9ce7b0e7,14,,,
FLOOR & DECOR,TIL-FLDC-0015,Floor & Decor Porcelain — Belinda White — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-1c9ca8224d1d,15,,,
FLOOR & DECOR,TIL-FLDC-0016,Floor & Decor Porcelain — Belinda White — 12 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-7e53b984f3b8,16,,,
FLOOR & DECOR,TIL-FLDC-0017,Floor & Decor Porcelain — Belinda White — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-a3f8fd5b38c4,17,,,
FLOOR & DECOR,TIL-FLDC-0018,Floor & Decor Porcelain — Belinda White — 24 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-dd5f571c69e9,18,,,
FLOOR & DECOR,TIL-FLDC-0019,Floor & Decor Porcelain — Belinda White — 24 x 48 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-56bbea5e2701,19,,,
FLOOR & DECOR,TIL-FLDC-0020,Floor & Decor Porcelain — Belinda White — 24 x 48 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-8494e8d4f55b,20,,,
FLOOR & DECOR,TIL-FLDC-0021,Floor & Decor Porcelain — Nolte Gold — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-640114a6e0eb,21,,,
FLOOR & DECOR,TIL-FLDC-0022,Floor & Decor Porcelain — Nolte Gold — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-129d3e5bad03,22,,,
FLOOR & DECOR,TIL-FLDC-0023,Floor & Decor Porcelain — Nolte Gold — 24 x 48 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-f50748a9b611,23,,,
FLOOR & DECOR,TIL-FLDC-0024,Floor & Decor Porcelain — Sanaro Natural — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-980fcf882d88,24,,,
FLOOR & DECOR,TIL-FLDC-0025,Floor & Decor Porcelain — Sanaro Natural — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-3b7f6a135b7d,25,,,
FLOOR & DECOR,TIL-FLDC-0026,Floor & Decor Porcelain — Sky Onyx Grey — 12 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-04c1af894c67,26,,,
FLOOR & DECOR,TIL-FLDC-0027,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 24 (Polished),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-65c7dfa789c2,27,,,
FLOOR & DECOR,TIL-FLDC-0028,Floor & Decor Porcelain — Sky Onyx Grey — 24 x 24 (Matte),extract,new_supplier,wrote_flagged,"Zero Airtable FLOOR & DECOR records before this run. Brochure-style list (no table grid): every price was verified on its own page in both pdfplumber and PDFium text. Cost = Loose (Albert), Skid in Pallet price, retail = cost + $2.00 (tile rule). Finish availability per size as the page states it.",cat-422c24111a59,28,,,
