supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
JL TILE,TIL-JLTI-DM12340M,Elegant Collection — Dream White Matt — 24 x 48 (Polished),extract,ambiguous_naming,held,Sheet also prints 'PY126929M' (kept 'DM12340M' as primary). Extracted Finish 'Polished' but the name says Matt.,,78,,,
JL TILE,TIL-JLTI-BPCK1294,Elegant Collection — Simcoe Dandelion — 24 x 48 (Polished),extract,ambiguous_naming,held,Sheet suffixes the code '(A/B)' — read as a shade/batch marker.,,109,,,
JL TILE,TIL-JLTI-0003,Elegant Collection — Panda White Matte — 24 x 48 (Matte),extract,sku_missing,held,"Sheet printed no real code (cell read 'Panda White Matte'); sequential SKU minted on 09-14, Supplier SKU blank.",,117,,,
JL TILE,TIL-JLTI-SP36P00T,Essential Collection — Pure White — 12 x 24 (Polished),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,18,,,
JL TILE,TIL-JLTI-SP6P00T,Essential Collection — Pure White — 24 x 24 (Polished),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,19,,,
JL TILE,TIL-JLTI-BPCK6062,Essential Collection — Bremen Fall — 24 x 24 (Polished),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",cat-db1cd076f0a9,31,,,
JL TILE,TIL-JLTI-DM12340M,Elegant Collection — Dream White Matt — 24 x 48 (Polished),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,78,,,
JL TILE,TIL-JLTI-BPCK1294,Elegant Collection — Simcoe Dandelion — 24 x 48 (Polished),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,109,,,
JL TILE,TIL-JLTI-0003,Elegant Collection — Panda White Matte — 24 x 48 (Matte),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,117,,,
JL TILE,TIL-JLTI-TE12608,Elegant Collection — Camellia Spring — 24 x 48 (Matte),extract,new_supplier,held,"Zero Airtable JL TILE records before this run; specs unreconciled against any live record. Cost = 'Your cut order price' (Albert 09-14); retail = cost + $2.00 field tile (Albert 09-23). LS supplier JLTILE, no brand — same as the 143 live JL products.",,134,,,
JL TILE,TIL-JLTI-DN36331,Essential Collection — Dino Light — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-fe83b2c6e65f,1,,,
JL TILE,TIL-JLTI-DN60331,Essential Collection — Dino Light — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-8c70e784429c,2,,,
JL TILE,TIL-JLTI-DM36341,Essential Collection — Dream White — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-119c962ec1b9,3,,,
JL TILE,TIL-JLTI-DM60341,Essential Collection — Dream White — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-cf94a2037265,4,,,
JL TILE,TIL-JLTI-AM36325,Essential Collection — Essence Grey — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-6deb405cbb48,5,,,
JL TILE,TIL-JLTI-AM60325,Essential Collection — Essence Grey — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-afc3330d32ed,6,,,
JL TILE,TIL-JLTI-AM48325,Essential Collection — Essence Grey — 16 x 32 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-42b7bf372c09,7,,,
JL TILE,TIL-JLTI-PJQ36706,Essential Collection — Midnight Charcoal — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-8e8471cad65e,8,,,
JL TILE,TIL-JLTI-PJQ6706,Essential Collection — Midnight Charcoal — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-1b305a7c5a99,9,,,
JL TILE,TIL-JLTI-BPCK36007,Essential Collection — Rodas Bianco — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-2fbbf38f2c44,10,,,
JL TILE,TIL-JLTI-BPCK6007,Essential Collection — Rodas Bianco — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-b0d6b5fec9e1,11,,,
JL TILE,TIL-JLTI-BPCK36008,Essential Collection — Utica Snow — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-6a060a5a8d94,12,,,
JL TILE,TIL-JLTI-BPCK6008,Essential Collection — Utica Snow — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-9ec7cdde61cb,13,,,
JL TILE,TIL-JLTI-RD36320,Essential Collection — Royal Dianna Silver — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-9e6c97bef5ae,14,,,
JL TILE,TIL-JLTI-RD60320,Essential Collection — Royal Dianna Silver — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-cffb18b92c34,15,,,
JL TILE,TIL-JLTI-36P00B,Essential Collection — Super Pure White (full body) — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-92d67cbb1fab,16,,,
JL TILE,TIL-JLTI-60P00B,Essential Collection — Super Pure White (full body) — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-016f8d075609,17,,,
JL TILE,TIL-JLTI-BPCK36009,Essential Collection — Staturio Vienna — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-d0c70fafea70,20,,,
JL TILE,TIL-JLTI-BPCK6009,Essential Collection — Staturio Vienna — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-6de575ecedff,21,,,
JL TILE,TIL-JLTI-LF36808,Essential Collection — Pure Black — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-ed7f2f4e5155,22,,,
JL TILE,TIL-JLTI-LF6808,Essential Collection — Pure Black — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-8380d4a183ce,23,,,
JL TILE,TIL-JLTI-B360M0633,Essential Collection — Wasaga Sands — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-524b9d76489c,24,,,
JL TILE,TIL-JLTI-B60M0633,Essential Collection — Wasaga Sands — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-e14f745eb343,25,,,
JL TILE,TIL-JLTI-BPCK36011,Essential Collection — Landsdown Grey — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-4878a37aad88,26,,,
JL TILE,TIL-JLTI-BPCK6011,Essential Collection — Landsdown Grey — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-50cc7f1b0fac,27,,,
JL TILE,TIL-JLTI-BPCK36012,Essential Collection — Timber Snow — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-181ff1e8c8e8,28,,,
JL TILE,TIL-JLTI-BPCK6012,Essential Collection — Timber Snow — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-45eeac10f177,29,,,
JL TILE,TIL-JLTI-BPCK36062,Essential Collection — Bremen Fall — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-13a4a0a35080,30,,,
JL TILE,TIL-JLTI-BPCK36066,Essential Collection — Calacatta Gold — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-955a49741c8d,32,,,
JL TILE,TIL-JLTI-BPCK6066,Essential Collection — Calacatta Gold — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-29e86604d2a0,33,,,
JL TILE,TIL-JLTI-MI36019,Essential Collection — Miami Gold — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-182e6ac7de4d,34,,,
JL TILE,TIL-JLTI-MI6019,Essential Collection — Miami Gold — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-16bc459cda14,35,,,
JL TILE,TIL-JLTI-BPCK36082,Essential Collection — Onex Grey — 12 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-8267e932f809,36,,,
JL TILE,TIL-JLTI-BPCK6082,Essential Collection — Onex Grey — 24 x 24 (Polished),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-4726a6775a7f,37,,,
JL TILE,TIL-JLTI-PY3648M,Essential Collection — Rockwood Bianco Matt — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-de808c2695a0,38,,,
JL TILE,TIL-JLTI-PY6648M,Essential Collection — Rockwood Bianco Matt — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-06540cf99add,39,,,
JL TILE,TIL-JLTI-36M0633H,Essential Collection — Wasaga Sand Matt — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-8e527850588e,40,,,
JL TILE,TIL-JLTI-60M0633H,Essential Collection — Wasaga Sand Matt — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-1f387f3f8e6d,41,,,
JL TILE,TIL-JLTI-BY6H3610,Essential Collection — Rock Wood Charcoal Matt — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-94f5380ff4aa,42,,,
JL TILE,TIL-JLTI-BY6H6010,Essential Collection — Rock Wood Charcoal Matt — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-cce53b7d94e4,43,,,
JL TILE,TIL-JLTI-TE36622R,Essential Collection — Camelia Sliver — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-12ee13ff144f,44,,,
JL TILE,TIL-JLTI-TE65622R,Essential Collection — Camelia Sliver — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-42616f44fea7,45,,,
JL TILE,TIL-JLTI-TE36627R,Essential Collection — Camelia Gris — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-f858892cc29c,46,,,
JL TILE,TIL-JLTI-TE65627R,Essential Collection — Camelia Gris — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-2758d8c80c48,47,,,
JL TILE,TIL-JLTI-TE36628R,Essential Collection — Camelia Dark — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-1e90da2d5bc6,48,,,
JL TILE,TIL-JLTI-TE65628R,Essential Collection — Camelia Dark — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-dbe69b4178ad,49,,,
JL TILE,TIL-JLTI-LX3638,Essential Collection — Luxor Silver — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-87724c75d152,50,,,
JL TILE,TIL-JLTI-LX6638,Essential Collection — Luxor Silver — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-be2e9a69e188,51,,,
JL TILE,TIL-JLTI-LX3639,Essential Collection — Luxor Grey — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-33f66010c398,52,,,
JL TILE,TIL-JLTI-LX6639,Essential Collection — Luxor Grey — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-4394709e3d52,53,,,
JL TILE,TIL-JLTI-LX3640,Essential Collection — Luxor Night — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-45c12896256e,54,,,
JL TILE,TIL-JLTI-LX6640,Essential Collection — Luxor Night — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-b44a76a8c8b7,55,,,
JL TILE,TIL-JLTI-ND3641,Essential Collection — Nordic Chalk — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-93f57ee366be,56,,,
JL TILE,TIL-JLTI-ND6041,Essential Collection — Nordic Chalk — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-b3ca5cf970a9,57,,,
JL TILE,TIL-JLTI-ND3642,Essential Collection — Nordic Grigio — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-84b387e06be4,58,,,
JL TILE,TIL-JLTI-ND6042,Essential Collection — Nordic Grigio — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-aecc6dfe6f60,59,,,
JL TILE,TIL-JLTI-ND3643,Essential Collection — Nordic Charcoal — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-e2d6902d6d6b,60,,,
JL TILE,TIL-JLTI-ND6043,Essential Collection — Nordic Charcoal — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-ce50003821d3,61,,,
JL TILE,TIL-JLTI-QP8320GMB360,Essential Collection — Emotive Astonished white Matt — 12 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-d1fca6040e49,62,,,
JL TILE,TIL-JLTI-QP8320GMB660,Essential Collection — Emotive Astonished white Matt — 24 x 24 (Matt),sync,category_unresolved,wrote_flagged,Airtable 'Tile / Stone' has no reconciler mapping to an LS leaf. New LS products filed under FLOORING / TILE (7bce055e) per Albert 2026-09-23; existing products keep their current type (mostly the root TILE 0a6f6e36).,cat-59f5ed9f8f25,63,,,
